"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated"
"54",150,"all","five",4,1,0.1017,0.0527,0.162,0.0979,0.1168,0.0169,0.0395,0.0621,0.113,0.1168,0.1205,37,"male",1,102.61,22122,0
"55",150,"all","prior",0,0,0.1307,0.206,0.0779,0.0126,0.0176,0.1332,0.0503,0.0251,0.0628,0.0553,0.2286,37,"male",1,102.61,NA,0
"56",150,"all","unlimited",9,2,0.0823,0.0823,0.0075,0.1347,0.1421,0.1372,0.0474,0.1297,0.0349,0.1571,0.0449,37,"male",1,102.61,22122222212,0
"57",162,"unlimited","unlimited",18,4,0.1939,0.0935,0.1262,0.0047,0.1168,0.1636,0.014,0.0631,0.028,0.1939,0.0023,25,"female",0,156.2,2.22122212212222e+21,0
"58",165,"all","five",4,1,0.0313,0.1513,0.0574,0.1496,0.1113,0.1304,0.0417,0.0226,0.1148,0.0435,0.1461,28,"female",1,187.27,22122,0
"59",165,"all","prior",0,0,0.1384,0.112,0.0575,0.0886,0.1524,0.1026,0.1073,0.0824,0.0995,0.0529,0.0062,28,"female",1,187.27,NA,0
"60",165,"all","unlimited",11,3,0.1065,0.1832,0.1776,0.0393,0.1533,0.0262,0.0879,0.0019,0.1121,0.0355,0.0766,28,"female",1,187.27,22122221222221,0
"61",166,"five","five",4,1,0.0742,0.0594,0.0204,0.1614,0.1336,0.154,0.0872,0.0612,0.0186,0.1633,0.0668,34,"male",1,129.05,22212,0
"62",170,"all","five",4,1,0.0717,0.1076,0.0916,0.0478,0.0876,0.006,0.1155,0.0518,0.1952,0.1454,0.0797,49,"female",1,286.98,22122,0
"63",170,"all","prior",0,0,0.0548,0.0866,0.0954,0.0035,0.1307,0.1272,0,0.1254,0.1696,0.1343,0.0724,49,"female",1,286.98,NA,0
"64",170,"all","unlimited",4,1,0.068,0.0598,0.0804,0.0887,0,0.099,0.1979,0.0392,0.0289,0.132,0.2062,49,"female",1,286.98,22122,0
"65",173,"all","five",4,1,0.0461,0.0829,0.0184,0.0645,0.0899,0.2097,0.0576,0.2074,0,0.023,0.2005,18,"female",1,43.03,21222,0
"66",173,"all","prior",0,0,0.0268,0.089,0.0847,0.1271,0.1356,0.1102,0.0593,0.0946,0.0466,0.1398,0.0862,18,"female",1,43.03,NA,0
"67",173,"all","unlimited",5,1,0.0022,0.1361,0.054,0.0929,0.0972,0.0972,0.0518,0.1145,0.1404,0.1425,0.0713,18,"female",1,43.03,212222,0
"68",174,"all","five",4,1,0.0345,0.1439,0.1137,0.1338,0.0259,0.1094,0.0014,0.1281,0.1237,0.0763,0.1094,20,"male",1,470.1,22212,0
"69",174,"all","prior",0,0,0.2519,0.0442,0.0416,0.013,0.0597,0.2078,0.0494,0.0727,0.039,0.213,0.0078,20,"male",1,470.1,NA,0
"70",174,"all","unlimited",5,1,0.2176,0.0411,0.1368,0.0092,0.1475,0.0503,0.1232,0.0933,0.041,0.0821,0.0578,20,"male",1,470.1,222122,1
"71",179,"five","five",4,1,0.0297,0.1253,0.0679,0.1168,0.0212,0.051,0.1741,0.1826,0.0276,0.172,0.0318,65,"male",1,136.11,22212,0
"72",180,"unlimited","unlimited",4,1,0.0972,0.0509,0.0042,0.0407,0.0407,0.0407,0.4887,0.0491,0.0407,0.0407,0.1061,38,"female",0,201.52,22212,1
"73",181,"all","five",4,1,0.002,0.0812,0.1308,0.1644,0.1304,0.1321,0.1118,0.0773,0.0742,0.094,0.0018,24,"female",0,328.41,12222,1
"74",181,"all","prior",0,0,0,0.2573,0.2566,0.1898,0.1482,0.0981,0.0167,0.0133,0.0067,0.0133,0,24,"female",0,328.41,NA,1
"75",181,"all","unlimited",16,4,0.0027,0.0313,0.1082,0.1644,0.2055,0.1819,0.1074,0.0916,0.083,0.0238,1e-04,24,"female",0,328.41,12222222122222100480,1
"76",182,"five","five",4,1,0,0,0,0,0,0.4976,0,7e-04,0.5017,0,0,49,"female",0,183.18,21222,1
"77",192,"five","five",4,1,0.0275,0.1044,0.0604,0.0842,0.1502,0.174,0.0458,0.1209,0.1337,0.0256,0.0733,58,"female",1,111.95,22122,0
"78",194,"five","five",4,1,0.0248,0.0248,0.0248,0.0248,0.0248,0.1742,0.0277,0.0248,0.5953,0.0248,0.0291,23,"male",0,115.81,22122,1
"79",199,"unlimited","unlimited",8,2,0.0129,0.1266,0.0302,0.1266,0.046,0.1065,0.1065,0.1065,0.082,0.1194,0.1367,21,"male",1,192.4,1222222221,0
"80",203,"all","five",4,1,0.0688,0.1118,0.0989,0.1376,0.0581,0.0796,0.1183,0.1376,0.0129,0.1677,0.0086,27,"male",1,245.39,21222,0
"81",203,"all","prior",0,0,0.038,0.0328,0.1382,0.1244,0.0656,0.114,0.1278,0.1261,0.0812,0.0328,0.1192,27,"male",1,245.39,NA,0
"82",203,"all","unlimited",15,4,0,0.0753,0.091,0,0,0,0.0231,0.0283,0.7822,0,0,27,"male",1,245.39,2122221222212219904,1
"83",208,"all","five",4,1,0.0374,0.0815,0.1154,0.0832,0.1494,0.073,0.1171,0.0815,0.129,0.0934,0.039,22,"male",1,96.09,21222,0
"84",208,"all","prior",0,0,0.0693,0.1108,0.09,0.0693,0.0983,0.1136,0.0873,0.0706,0.1247,0.0374,0.1288,22,"male",1,96.09,NA,0
"85",208,"all","unlimited",11,2,0.1138,0.0119,0.0204,0.1596,0.0934,0.1613,0.1647,0.1002,0.1324,0.0102,0.0323,22,"male",1,96.09,2122222221222,0
"86",216,"unlimited","unlimited",6,2,8e-04,0.0031,0.093,0.1017,0.0927,0.0016,0.0016,0.7033,0.0011,0.001,1e-04,52,"male",0,391.83,22221221,1
"87",222,"all","five",4,1,0.0685,0,0.004,0,0.07,0.0656,0.6863,0.048,0.0011,0.0055,0.0509,40,"female",0,274.57,22122,1
"88",222,"all","prior",0,0,0.073,0.3024,0.085,0.0381,0.0381,0.0381,0.2726,0.0381,0.0381,0.0381,0.0381,40,"female",0,274.57,NA,1
"89",222,"all","unlimited",10,2,0.0473,0.1154,0.0172,0.0172,0.0172,0.0172,0.0172,0.6997,0.0172,0.0172,0.0172,40,"female",0,274.57,221222221222,1
"90",232,"unlimited","unlimited",4,1,0.2494,0.2505,0.2503,0.2498,0,0,0,0,0,0,0,44,"male",0,342.19,22221,1
"91",234,"all","five",4,1,0,0.0492,0.0368,0.0094,0,0.0177,0,0.0314,0.7901,0.0135,0.0519,38,"male",0,271.56,22122,1
"92",234,"all","prior",0,0,0.09,0.0919,0.0941,0.0947,0.0941,0.0934,0.0867,0.0897,0.0857,0.0901,0.0897,38,"male",0,271.56,NA,1
"93",234,"all","unlimited",8,2,0.0057,0.0434,0.0466,0.0466,0.0237,0,0,0,0,0.8339,0,38,"male",0,271.56,2212222212,1
"94",237,"all","five",4,1,0.0322,0.0296,0.0296,0.0376,0.4493,0.274,0.0296,0.0296,0.0296,0.0296,0.0296,21,"male",0,66.76,12222,1
"95",237,"all","prior",0,0,0.1126,0.1489,0.0744,0.1279,0.0038,0.124,0.0878,0.0286,0,0.1775,0.1145,21,"male",0,66.76,NA,0
"96",237,"all","unlimited",4,1,0.0237,0.0585,0.089,0.1587,0.0672,0.0019,0.1077,0.1762,0.1892,0.0367,0.0912,21,"male",0,66.76,12222,1
"97",238,"unlimited","unlimited",4,1,0.0169,0.0777,0.223,0.0372,0.0169,0.0743,0.1047,0.1419,0.1622,0.125,0.0203,18,"female",1,92.01,22221,0
"98",240,"all","five",4,1,0,0,0,0,0,0.9974,0,0,0.0026,0,0,37,"female",1,179.05,21222,1
"99",240,"all","prior",0,0,0,0,0,0,0.0068,0.9932,0,0,0,0,0,37,"female",1,179.05,NA,1
"100",240,"all","unlimited",4,1,0.0625,0.1326,0.0436,0.072,0.1345,0.0758,0.0038,0.1705,0.1439,0.0644,0.0966,37,"female",1,179.05,21222,0
"101",251,"five","five",4,1,0.0637,0.1357,0.1508,0.0151,0.0184,0.1524,0.1005,0.0184,0.1541,0.1675,0.0235,37,"male",0,52.54,22122,0
"102",253,"all","five",4,1,0.18,0.09,0.2387,0.0257,0.1152,0,0.0568,0.2935,0,0,0,20,"male",1,118.52,22212,1
"103",253,"all","prior",0,0,0.0271,0.1762,0.1279,0.0269,0.0091,0.1545,0.0872,0.1439,0.0978,0.0038,0.1457,20,"male",1,118.52,NA,1
"104",253,"all","unlimited",4,1,0.1307,0.0628,0.2362,0.0905,0.0653,0.0503,0.0352,0.1357,0.0126,0.1508,0.0302,20,"male",1,118.52,22212,0
"105",258,"unlimited","unlimited",4,1,0.0841,0.009,0.021,0.003,0.036,0.039,0.009,0.2973,0.0841,0.1441,0.2733,25,"female",1,494.83,12222,0
"106",261,"all","five",4,1,0.0607,0.1407,0.0978,0.0993,0.0785,0.1452,0.1259,0.0637,0.0385,0.0844,0.0652,30,"male",1,504.21,21222,0
"107",261,"all","prior",0,0,0,0.0074,0.234,0.0207,0.0714,0.252,0.0225,0.0767,0.0474,0.114,0.154,30,"male",1,504.21,NA,1
"108",261,"all","unlimited",13,3,0.0091,0.0338,0.0307,0.033,0.0265,0.031,0.1821,0.225,0.2411,0.1848,0.003,30,"male",1,504.21,2122222221222210,1
"109",263,"all","five",4,1,0.1457,0.1426,0.0986,0.1199,0.003,0.0395,0.0577,0.0197,0.1305,0.1199,0.1229,33,"female",0,130.74,12222,0
"110",263,"all","prior",0,0,0.0022,0.0891,0.0957,0.037,0.0935,0.0196,0.1152,0.1609,0.0935,0.1913,0.1022,33,"female",0,130.74,NA,0
"111",263,"all","unlimited",26,7,0.0726,0.0247,0.1144,0.0541,0.1267,0.0355,0.119,0.1437,0.0989,0.0696,0.1406,33,"female",0,130.74,1.22222212222221e+32,0
"112",265,"unlimited","unlimited",4,1,0.1051,0.1178,0.0287,0.1385,0.1529,0.0462,0.1051,0.1019,0.0398,0.1306,0.0334,25,"male",1,51.8,21222,0
"113",266,"five","five",4,1,0.103,0.0749,0.178,0.0023,0.1663,0.1639,0.0164,0.0304,0.0937,0.0843,0.0867,36,"female",1,99.92,22212,0
"114",271,"all","five",4,1,0.0251,0,0.0681,0.0082,0,0,0.1733,0.3123,0.0475,0.3119,0.0535,25,"male",1,86.32,21222,1
"115",271,"all","prior",0,0,0.0828,0.0722,0.1338,0.0127,0.0849,0.0234,0.1529,0.0552,0.0149,0.1826,0.1847,25,"male",1,86.32,NA,0
"116",271,"all","unlimited",4,1,0.0152,0.05,0.1217,0.1913,0.0696,0.2152,0.0543,0.0522,0.1783,0.0283,0.0239,25,"male",1,86.32,21222,0
"117",275,"all","five",4,1,0.1558,0.0211,0.1575,0.0438,0.0357,0.1023,0.0179,0.1185,0.1347,0.1429,0.0698,25,"male",1,145.41,21222,0
"118",275,"all","prior",0,0,0.0036,0.1141,0.1649,0.0489,0.1486,0.0163,0.1449,0.1685,0.0236,0.1141,0.0525,25,"male",1,145.41,NA,0
"119",275,"all","unlimited",4,1,0.0681,0.0813,0.1361,0.0756,0.1588,0.0057,0.0662,0.0662,0.104,0.121,0.1172,25,"male",1,145.41,21222,0
"120",278,"all","five",4,1,0.0962,0.1434,0.0822,0.1206,0.035,0.0804,0.0559,0.0892,0.0997,0.0402,0.1573,37,"female",1,303.91,12222,0
"121",278,"all","prior",0,0,0.0247,0.0988,0.1996,0.2037,0.1029,0.0329,0.1029,0.0185,0.1173,0.0638,0.035,37,"female",1,303.91,NA,0
"122",278,"all","unlimited",14,3,0.0287,0.1304,6e-04,0.0585,0.0322,0.1041,0.148,0.3963,0.0813,0,0.0199,37,"female",1,303.91,12222222122122200,1
"123",285,"all","five",4,1,0.023,0.023,0.023,0.023,0.0247,0.0645,0.1101,0.1625,0.4794,0.0439,0.023,23,"male",1,197.26,22221,1
"124",285,"all","prior",0,0,0.1524,0.1037,0.081,0.1135,0.013,0.1183,0.1297,0.0016,0.0502,0.1345,0.1021,23,"male",1,197.26,NA,0
"125",285,"all","unlimited",12,3,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0503,0.9119,0.0192,0.0023,23,"male",1,197.26,222212212212222,1
"126",286,"all","five",4,1,0.006,0.0311,0.006,0.0912,0.0414,0.4913,0.0766,0.0898,0.0678,0.059,0.0399,56,"female",1,200.19,22221,1
"127",286,"all","prior",0,0,0.1205,0.0567,0.0033,0.0533,0,0.4707,0.0619,0.1205,0.0308,0.0688,0.0136,56,"female",1,200.19,NA,1
"128",286,"all","unlimited",15,4,0.1377,0.1441,0.0593,0.0339,0.0975,0.089,0.2034,0.0614,0.0275,0.0911,0.0551,56,"female",1,200.19,2222112222221220096,0
"129",295,"unlimited","unlimited",12,3,0.0975,0.0159,0.0159,0.0159,0.0231,0.0159,0.0146,0.0159,0.7815,0.0022,0.0015,41,"male",0,719.21,221221222222212,1
"130",297,"all","five",4,1,0,0,0,0,0,0,0,0.2813,0.7187,0,0,18,"male",1,134.36,22221,1
"131",297,"all","prior",0,0,0.0783,0.0931,0.0688,0.1296,0.1323,0.1066,0.0918,0.0459,0.0796,0.0823,0.0918,18,"male",1,134.36,NA,0
"132",297,"all","unlimited",5,1,0,0,0,0,0,0,0,0.3471,0.6529,0,0,18,"male",1,134.36,222212,1
"133",313,"all","five",4,1,0.0865,0.0815,0.0849,0.1647,0.0433,0.1131,0.1614,0.0216,0.1464,0.0017,0.0948,26,"male",1,201.7,22221,0
"134",313,"all","prior",0,0,0.0115,0.0395,0.0921,0.0148,0.0609,0.1579,0.1283,0.1595,0.1563,0.0214,0.1579,26,"male",1,201.7,NA,0
"135",313,"all","unlimited",14,3,0.0013,1e-04,0.0022,0.0713,0.0995,0.1031,0.1053,0.0663,0.3984,0.0411,0.1115,26,"male",1,201.7,22221122222221200,1
"136",315,"five","five",4,1,0.1992,0.037,0.1273,0.0021,0.0903,0.0205,0.152,0.0821,0.1437,0.0575,0.0883,48,"female",1,55.24,22122,0
"137",318,"five","five",4,1,0.1664,0.1473,0.0659,0.0572,0.1057,0.0208,0.1109,0.1196,0.104,0.0884,0.0139,26,"male",1,47.59,22221,0
"138",336,"unlimited","unlimited",4,1,0.0332,0.1466,0.1606,0.1082,0.1326,0.0942,0.0052,0.1675,0.0349,0.0157,0.1012,33,"male",1,127.06,22122,0
"139",338,"all","five",4,1,0.0172,0.0172,0.0172,0.0172,0.0172,0.0199,0.0172,0.1473,0.0172,0.0172,0.695,39,"male",1,453.5,22212,1
"140",338,"all","prior",0,0,0.0714,0.1081,0.0598,0.1525,0.1795,0.0347,0.0695,0.1042,0.0927,0.1255,0.0019,39,"male",1,453.5,NA,0
"141",338,"all","unlimited",12,3,0,0,0,0,0.0067,0,0,0.9933,0,0,0,39,"male",1,453.5,222122221212222,1
"142",341,"all","five",4,1,0.0362,0.1691,0.0821,0.0652,0.1908,0.0338,0.0845,0.0362,0.0483,0.099,0.1546,51,"female",1,131.28,22122,0
"143",341,"all","prior",0,0,0.009,0.1009,0.0378,0.0144,0.1694,0.1712,0.1189,0.1171,0.0036,0.1027,0.155,51,"female",1,131.28,NA,0
"144",341,"all","unlimited",13,3,0.0154,0.1118,0.0461,0.0044,0.0811,0.1798,0.0943,0.0197,0.1096,0.1404,0.1974,51,"female",1,131.28,2212221222122220,0
"145",346,"five","five",4,1,0.0881,0.0164,0.0799,0.0184,0.084,0.1189,0.1066,0.1865,0.0697,0.1516,0.0799,31,"male",1,278.73,12222,0
"146",349,"five","five",4,1,0.022,0.0154,0.1099,0.0967,0.0308,0.0835,0.1429,0.0044,0.1538,0.2154,0.1253,19,"male",0,181.42,22212,0
"147",353,"unlimited","unlimited",8,2,0.0403,0.0316,0,0,0.0636,0.0084,0,0.0636,0.7925,0,0,58,"male",0,338.76,2221212222,1
"148",355,"all","five",4,1,0.1131,0.097,0.0253,0.3975,0.0289,0.0163,0.1113,0.0683,0.0199,0.1203,0.002,62,"male",0,271.19,22221,1
"149",355,"all","prior",0,0,0.1282,0.014,0.1126,0.3,0.1204,0.0562,0.0359,0.0844,0.1126,0.0265,0.0093,62,"male",0,271.19,NA,1
"150",355,"all","unlimited",10,2,0.0925,0.0103,0.0572,0.019,0.3923,0.1072,0.0616,0.0543,0.0234,0.0955,0.0866,62,"male",0,271.19,222211222222,1
"151",360,"unlimited","unlimited",8,2,0.0823,0.1342,0.0087,0.0563,0.1667,0.1342,0.1299,0.0238,0.0671,0.0952,0.1017,26,"male",0,74.91,1222222212,0
"152",366,"unlimited","unlimited",8,2,0.1044,0.0975,0.0604,0.1264,0.1319,0.1209,0.1223,0.1016,0.0536,0.0701,0.011,23,"female",1,395.75,2221212222,0
"153",374,"five","five",4,1,0.0318,0.1412,0.0795,0.0417,0.0636,0.1133,0.1809,0.1034,0.0298,0.0517,0.163,31,"male",1,53.66,12222,0
"154",377,"all","five",4,1,0.1538,0.0686,0.0104,0.0312,0.0873,0.1663,0,0.185,0.106,0.079,0.1123,19,"male",1,194.34,12222,0
"155",377,"all","prior",0,0,0.0713,0.113,0.0659,0.1365,0.0025,0.1691,0.0876,0.0423,0.0659,0.1746,0.0713,19,"male",1,194.34,NA,1
"156",377,"all","unlimited",9,2,0.0017,0.1017,0.0307,0.0307,0.0307,0.0307,0.0307,0.0307,0.5983,0.0307,0.0833,19,"male",1,194.34,12222221222,1
"157",387,"unlimited","unlimited",7,1,0.0035,0.1054,0.1554,0.1589,0.0984,0.1105,0.0052,0.152,0.0138,0.0794,0.1174,27,"female",1,121.25,12222222,0
"158",395,"all","five",4,1,0.1075,0.1418,0.0284,0.1448,0.0791,0.0403,0.0209,0.1418,0.1478,0.1239,0.0239,37,"male",1,106.12,22122,0
"159",395,"all","prior",0,0,0.0548,0.182,0.0039,0.0098,0.0137,0.1918,0.047,0.1703,0.1018,0.0587,0.1663,37,"male",1,106.12,NA,0
"160",395,"all","unlimited",10,2,0.1197,0.0462,0.1453,0.0974,0.0137,0.0171,0.0838,0.159,0.1675,0.0051,0.1453,37,"male",1,106.12,221222122222,0
"161",399,"unlimited","unlimited",9,2,0.1051,0.0417,0.136,0.1252,0.1422,0.0696,0.0062,0.1221,0.1329,0.0958,0.0232,36,"female",1,235.3,22221212222,0
"162",400,"unlimited","unlimited",12,3,0.092,0.016,0.076,0.098,0.084,0.122,0.138,0.076,0.042,0.066,0.19,39,"female",1,155.84,222122222121222,0
"163",401,"unlimited","unlimited",14,3,0.1147,0.0736,0.0779,0.0779,0.039,0.0411,0.1299,0.0411,0.197,0.1883,0.0195,45,"female",1,318.6,22221222122212200,0
"164",421,"unlimited","unlimited",7,2,0.0486,0.0822,0.1196,0.086,0.1458,0.0505,0.0897,0.1533,0.0916,0.0561,0.0766,41,"male",1,568.51,212221222,0
