"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated"
"100","358","five","five",4,1,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.1353,0.8467,0.002,21,"female",1,140.49,22221,1
"101","359","five","five",4,1,0.01,0.01,0.01,0.01,0.054,0.0711,0.14,0.178,0.394,0.1219,0.0011,37,"female",1,131.24,22221,1
"102","361","five","five",4,1,0.0206,0.0876,0.0206,0.0538,0.4473,0.062,0.0029,0.0896,0.0029,0.1014,0.1113,47,"male",1,229.98,22221,1
"103","364","five","five",4,1,0.0098,0.0098,0.0098,0.0098,0.0391,0.0496,0.1419,0.1877,0.3036,0.1933,0.0458,21,"male",1,162.94,22212,1
"104","368","five","five",4,1,0.0091,0.01,0.047,0.2779,0.1555,0.069,0.0948,0.066,0.0867,0.0952,0.0888,32,"female",1,234.11,22212,1
"105","373","five","five",4,1,0,0,0,0.0021,0,0,0,0,0.9979,0,0,38,"male",1,351.43,22122,1
"106","376","five","five",4,1,0.0034,0.0034,0.0034,0.0034,0.0464,0.0529,0.0835,0.2035,0.5952,0.0016,0.0034,43,"female",1,74.27,22221,1
"107","381","five","five",4,1,0,0,0,0,4e-04,0.9996,0,0,0,0,0,34,"male",1,81.52,12222,1
"108","385","five","five",4,1,0.0027,0,0,0,0.0397,0.0955,0.2228,0.2896,0.2234,0.0953,0.0311,27,"female",1,112.93,22122,1
"109","386","five","five",4,1,0.0171,0.0171,0.0171,9e-04,0.0029,0.0171,0.0171,0.0767,0.7831,0.0496,0.0011,48,"male",1,110.91,22212,1
"110","388","five","five",4,1,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0366,0.7914,0.0191,0.0191,31,"male",1,275.38,21222,1
"111","389","five","five",4,1,0.0068,0.0147,0.0405,0.0647,0.0814,0.1124,0.1281,0.172,0.2124,0.1603,0.0068,34,"male",1,176.69,22122,1
"112","396","five","five",4,1,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.3858,0.4209,0.0026,0.0238,22,"male",1,164.38,12222,1
"113","398","five","five",4,1,0.0484,0.0505,0,0,0,0,0,0.6538,0.1183,0,0.1289,46,"male",1,81.3,22122,1
"114","402","five","five",4,1,0,0,0,0,0,0.03,0.0983,0.1583,0.6802,0.0332,0,28,"male",1,159,22221,1
"115","403","five","five",4,1,0,0,0.1417,0,0,0,0.04,0.0181,0.793,0.0072,0,59,"male",1,176.99,12222,1
"116","404","five","five",4,1,0.068,0.0143,0,0.0247,0.0125,0.0662,0.5927,0.068,0.0472,0.0645,0.042,48,"female",1,111.32,22221,1
"117","405","five","five",4,1,0.0178,0.1925,0.1903,3e-04,0.02,0.1143,0.0728,0.199,0.0309,0.0833,0.0789,34,"male",1,106.64,22221,1
"118","409","five","five",4,1,0,0.0116,0.0216,0.0375,0.0631,0.074,0.1033,0.1848,0.3131,0.1905,5e-04,29,"male",1,154.5,21222,1
"119","415","five","five",4,1,0.0227,0.0433,0.0163,0.0655,0.0195,7e-04,0.0227,0.0148,7e-04,7e-04,0.7933,23,"female",1,111.22,22221,1
"120","416","five","five",4,1,0.0246,0.0329,0.0412,0.0204,0.012,0.012,0.012,0.0246,0.0177,0.7907,0.012,23,"female",1,155.04,22212,1
"121","428","five","five",4,1,8e-04,8e-04,8e-04,8e-04,8e-04,0.063,0.1566,0.2049,0.2872,0.2834,8e-04,18,"male",1,349.94,22221,1
"122","431","five","five",4,1,8e-04,0.003,0.0022,0.0115,0.0604,0.1323,0.2085,0.3197,0.1941,0.0649,0.0025,27,"male",1,94.42,22212,1
"123","432","five","five",4,1,0.0489,0.051,0.0489,0.0489,0.0489,0.0489,0.509,0.0489,0.0489,0.0489,0.0489,25,"male",1,99.59,21222,1
"124","439","five","five",4,1,0,0,0,0,0.0806,0.1827,0.4969,0,0.2399,0,0,26,"male",1,211.26,22212,1
"125","445","five","five",4,1,0.0043,0.0043,0.1177,0.0043,0.0043,0.0043,0.0043,0.0043,0.8433,0.0043,0.0043,53,"female",1,169.89,22212,1
"126","451","five","five",4,1,0.0012,8e-04,2e-04,7e-04,0.0025,0.0029,0.1344,0.2979,0.4212,0.1336,0.0046,33,"female",1,247.83,21222,1
