"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated"
"11","127","estimated","prior",4,1,0.0105395910278353,0.0622466444464463,0.103774434735609,0.12079992793442,0.146923700567516,0.189082064678858,0.143950995405819,0.0942257454283398,0.0687325466174218,0.0484641023331231,0.0112602468246104,21,"female",1,260.1,22122,1
"12","128","estimated","prior",4,1,0.0935135135135135,0.00900900900900901,0.00900900900900901,0.0898198198198198,0.0674774774774775,0.458378378378378,0.0128828828828829,0.0649549549549549,0.0314414414414414,0.0799099099099099,0.0836036036036036,33,"female",1,303.39,12222,1
"13","130","estimated","prior",4,1,0.135405405405405,0.136936936936937,0.139459459459459,0.142162162162162,0.0190990990990991,0.124594594594595,0.0704504504504504,0.0393693693693694,0.0636936936936937,0.0989189189189189,0.0299099099099099,24,"male",1,298.95,22122,1
"14","131","estimated","prior",4,1,0.077671652550009,0.0092809515227969,0.633537574337719,0.0092809515227969,0.0804649486393945,0.0708235718147414,0.0092809515227969,0.0612723013155523,0.0298251937285997,0.0092809515227969,0.0092809515227969,45,"female",1,161.96,22221,1
"15","132","estimated","prior",4,1,0.0296396396396396,0.0367567567567568,0.0502702702702703,0.125675675675676,0.158108108108108,0.224864864864865,0.146846846846847,0.0944144144144144,0.0661261261261261,0.0376576576576577,0.0296396396396396,32,"male",1,304.77,22122,1
"16","135","estimated","prior",4,1,0.0968468468468469,0.0944144144144144,0.0926126126126126,0.0922522522522523,0.0917117117117117,0.09,0.0876576576576577,0.086036036036036,0.0879279279279279,0.0898198198198198,0.0907207207207207,20,"female",1,229.3,21222,1
"17","14","estimated","prior",4,1,0.00900819745968832,0.0477434465363481,0.0372038555085127,0.453742906044501,0.137555175209441,0.00900819745968832,0.017746148995586,0.0530582830375642,0.00900819745968832,0.121790829654986,0.104134762633997,34,"male",1,296.27,21222,1
"18","140","estimated","prior",4,1,0.0910155897990448,0.0910155897990448,0.0910155897990448,0.0910155897990448,0.0910155897990448,0.0903847886816257,0.0910155897990448,0.0910155897990448,0.0910155897990448,0.0910155897990448,0.0904749031269712,33,"male",1,324.42,22122,1
"19","141","estimated","prior",4,1,0.238918918918919,0.0434234234234234,0.370810810810811,0.151261261261261,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0418018018018018,0.0857657657657658,0.031981981981982,26,"male",1,85.71,22212,1
"20","142","estimated","prior",4,1,0.0646062353577221,0.075779419715264,0.11731843575419,0.148224905388358,0.12578843034781,0.0940710037844657,0.0905568570913678,0.0210848801585871,0.0876734546765183,0.0869526040728059,0.0879437736529104,19,"female",1,274.3,22122,1
"21","145","estimated","prior",4,1,0.100081073777137,0.067831726871453,0.0475632825871543,0.143320421583641,0.0777407440771102,0.0310782812359247,0.063958201963787,0.0310782812359247,0.150797225475182,0.15376993063688,0.132780830555806,20,"female",1,330.35,12222,1
"22","146","estimated","prior",4,1,0.0245067123164249,0.091449680151365,0.0920803676006847,0.133795837462834,0.155149112532661,0.177042976844761,0.154878817911524,0.0595549148571943,0.0505450941526264,0.0350482025407694,0.0259482836291558,25,"male",1,218.37,21222,1
"23","149","estimated","prior",4,1,0.0211730786557348,0.0173889539598162,0.0173889539598162,0.0173889539598162,0.456527615100459,0.0173889539598162,0.0539688260203622,0.038832327236688,0.134696819533291,0.207856563654383,0.0173889539598162,38,"female",1,152.62,12222,1
"24","15","estimated","prior",4,1,0.00945945945945946,0.0388288288288288,0.0859459459459459,0.140630630630631,0.144954954954955,0.264504504504505,0.140540540540541,0.0957657657657657,0.0372072072072072,0.0327027027027027,0.00945945945945946,21,"female",1,443.25,22221,1
"25","152","estimated","prior",4,1,0.00900982070456798,0.045589692765114,0.0798270114424723,0.116947472745292,0.118749436886206,0.226146499684656,0.13181367690783,0.0482025407694387,0.0118028651229841,0.102892152446166,0.109018830525273,23,"female",1,298.03,21222,1
"26","156","estimated","prior",4,1,0.0168438119257791,0.115024319942353,0.0168438119257791,0.086020536840209,0.115024319942353,0.0667447306791569,0.444964871194379,0.0880021617726536,0.0168438119257791,0.0168438119257791,0.0168438119257791,36,"male",1,180.32,21222,1
"27","168","estimated","prior",4,1,0.00900900900900901,0.057027027027027,0.057027027027027,0.0799099099099099,0.109189189189189,0.195225225225225,0.208648648648649,0.187477477477477,0.03,0.0330630630630631,0.0334234234234234,29,"male",1,234.57,22212,1
"28","169","estimated","prior",4,1,0.00954954954954955,0.244324324324324,0.215855855855856,0.184324324324324,0.162792792792793,0.125675675675676,0.0115315315315315,0.013963963963964,0.0109009009009009,0.0118918918918919,0.00918918918918919,22,"female",1,213.83,22122,1
"29","170","estimated","prior",4,1,0.0117127669159384,0.0912694837372736,0.184070636994324,0.279304441841607,0.362555185151815,0.0119830615370754,0.0119830615370754,0.0119830615370754,0.0119830615370754,0.0119830615370754,0.0111721776736643,21,"female",1,206.35,12222,1
"30","171","estimated","prior",4,1,0.00900982070456798,0.0974862600234255,0.45859987386251,0.0892873231822687,0.0938823317415984,0.080187404270655,0.00900982070456798,0.0908189927020452,0.0161275790611767,0.00900982070456798,0.0465807730426165,25,"male",1,1044.1,22122,1
"31","172","estimated","prior",4,1,0.0449509053238447,0.0449509053238447,0.0449509053238447,0.0912530402666426,0.129537879470318,0.126385010359427,0.126475092334024,0.25664354562652,0.0449509053238447,0.0449509053238447,0.0449509053238447,21,"female",1,118.72,22212,1
"32","173","estimated","prior",4,1,0.00900900900900901,0.377837837837838,0.0798198198198198,0.0843243243243243,0.0827027027027027,0.202702702702703,0.051981981981982,0.0108108108108108,0.0278378378378378,0.034954954954955,0.038018018018018,23,"female",1,280.36,12222,1
"33","176","estimated","prior",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.084054054054054,0.144324324324324,0.261981981981982,0.173513513513514,0.215675675675676,0.0754054054054054,0.00900900900900901,0.00900900900900901,24,"male",1,247.58,22122,1
"34","177","estimated","prior",4,1,0.00972972972972973,0.0531531531531532,0.117927927927928,0.255495495495495,0.186576576576577,0.124954954954955,0.101351351351351,0.0637837837837838,0.0425225225225225,0.032972972972973,0.0115315315315315,20,"male",1,215.37,22122,1
"35","178","estimated","prior",4,1,0.0609009009009009,0.0396396396396396,0.0751351351351351,0.058018018018018,0.0396396396396396,0.484774774774775,0.0396396396396396,0.0396396396396396,0.0536936936936937,0.0609009009009009,0.048018018018018,23,"female",1,303.18,12222,1
"36","179","estimated","prior",4,1,0.0114414414414414,0.0736936936936937,0.10972972972973,0.0376576576576577,0.0489189189189189,0.457927927927928,0.100720720720721,0.0100900900900901,0.13,0.0100900900900901,0.00972972972972973,21,"female",1,336.87,12222,1
"37","180","estimated","prior",4,1,0.0308981172867309,0.0457616430952166,0.0737771371948473,0.07629943248356,0.0900819745968831,0.461039545986848,0.0742275470678317,0.0508062336726421,0.0382848392036753,0.0308981172867309,0.0279254121250338,26,"female",1,197.68,21222,1
"38","182","estimated","prior",4,1,0.0537692515536341,0.0537692515536341,0.0537692515536341,0.0537692515536341,0.45636314509592,0.0537692515536341,0.0597135909213726,0.0537692515536341,0.0537692515536341,0.0537692515536341,0.0537692515536341,20,"female",1,152,21222,1
"39","184","estimated","prior",4,1,0.103000811030008,0.0847075786248535,0.0615481661710372,0.063350455077949,0.215553753266649,0.0543390105433901,0.0109038478868163,0.124628277912949,0.0237000991258899,0.126430566819861,0.131837433540597,28,"female",1,480.11,22122,1
"40","189","estimated","prior",4,1,0.0426126126126126,0.0426126126126126,0.18981981981982,0.0426126126126126,0.142972972972973,0.214234234234234,0.154684684684685,0.0426126126126126,0.0426126126126126,0.0426126126126126,0.0426126126126126,24,"female",1,179.78,22221,1
"41","191","estimated","prior",4,1,0.094954954954955,0.0921621621621622,0.0977477477477478,0.0934234234234234,0.0926126126126126,0.0871171171171171,0.088018018018018,0.0902702702702703,0.0872072072072072,0.0888288288288288,0.0876576576576577,31,"male",1,184.5,21222,1
"42","194","estimated","prior",4,1,0.0600900900900901,0.176396396396396,0.227297297297297,0.107747747747748,0.0473873873873874,0.062972972972973,0.19990990990991,0.0795495495495496,0.011981981981982,0.0133333333333333,0.0133333333333333,21,"female",1,159.28,22212,1
"43","195","estimated","prior",4,1,0.0537692515536341,0.0537692515536341,0.0537692515536341,0.46068630099973,0.0553904350175628,0.0537692515536341,0.0537692515536341,0.0537692515536341,0.0537692515536341,0.0537692515536341,0.0537692515536341,22,"female",1,333.67,22212,1
"44","196","estimated","prior",4,1,0.00901063254640476,0.0506397549107947,0.0917282393224004,0.125608217696882,0.267345467651829,0.192737430167598,0.120111731843575,0.0810956929176428,0.0317174265633447,0.0209947738331231,0.00901063254640476,30,"male",1,175.77,21222,1
"45","2","estimated","prior",4,1,0.0765972785437506,0.0744345318554564,0.0744345318554564,0.0744345318554564,0.0744345318554564,0.0669550328917725,0.0744345318554564,0.179237631792376,0.0744345318554564,0.0744345318554564,0.156168333783906,24,"female",1,224.4,12222,1
"46","20","estimated","prior",4,1,0.0809081899270205,0.0110820794666186,0.0110820794666186,0.0485629335976214,0.111631678529597,0.456978106135688,0.0469411658707992,0.0550500045049104,0.0110820794666186,0.0873952608343094,0.0792864222001982,24,"female",1,318.31,12222,1
"47","200","estimated","prior",4,1,0.0291017208757546,0.0546896116767276,0.0831606451031625,0.107216866384359,0.13848094422921,0.175421209117939,0.136048292638976,0.111901973150734,0.0831606451031625,0.0531579421569511,0.0276601495630237,18,"male",1,310.95,22221,1
"48","204","estimated","prior",4,1,0.0970357689881971,0.0887467339399946,0.0887467339399946,0.0887467339399946,0.0887467339399946,0.0896477160104514,0.0887467339399946,0.0887467339399946,0.0887467339399946,0.0887467339399946,0.103342643481395,22,"female",1,373.62,22212,1
"49","207","estimated","prior",4,1,0.0109018830525273,0.00928011532570502,0.0628885485178845,0.0856833949004415,0.194702225425714,0.273808451211821,0.170555905937472,0.114154428326876,0.0430669429678349,0.0240562212811965,0.0109018830525273,21,"male",1,375.53,22221,1
"50","208","estimated","prior",4,1,0.0117148778949266,0.0943498242768316,0.522844011895107,0.277101919437686,0.0237000991258899,0.0117148778949266,0.0117148778949266,0.0117148778949266,0.0117148778949266,0.0117148778949266,0.0117148778949266,21,"female",1,229.84,21222,1
"51","210","estimated","prior",4,1,0.0109929717066138,0.0109929717066138,0.0611821949900883,0.0770409082717607,0.156604793656515,0.428635790232474,0.164534150297351,0.0570373040187421,0.0109929717066138,0.0109929717066138,0.0109929717066138,24,"female",1,312.12,22122,1
"52","211","estimated","prior",4,1,0.045045045045045,0.048018018018018,0.0600900900900901,0.0540540540540541,0.0534234234234234,0.0420720720720721,0.41954954954955,0.130630630630631,0.0630630630630631,0.048018018018018,0.036036036036036,19,"male",1,167.96,21222,1
"53","212","estimated","prior",4,1,0.0263940185568868,0.0877398432573642,0.0355823799657688,0.0360327898387533,0.139627060625169,0.0600846770561211,0.0395459868480317,0.108999189262229,0.264841005314836,0.0750382848392037,0.126114764435636,22,"male",1,173.87,22212,1
"54","216","estimated","prior",4,1,0.110620664804973,0.118187550671111,0.279974777047113,0.125754436537249,0.0591838573101522,0.124223042969102,0.0516169714440141,0.00900819745968832,0.0652193496081434,0.043960003603279,0.0122511485451761,24,"male",1,111.55,22122,1
"55","217","estimated","prior",4,1,0.168198198198198,0.0816216216216216,0.0363963963963964,0.360720720720721,0.0540540540540541,0.0422522522522523,0.00900900900900901,0.117027027027027,0.0874774774774775,0.0226126126126126,0.0206306306306306,21,"male",1,180.3,22221,1
"56","219","estimated","prior",4,1,0.018019641409136,0.018019641409136,0.018019641409136,0.018019641409136,0.663933687719614,0.0955040994684206,0.0964050815388774,0.018019641409136,0.018019641409136,0.018019641409136,0.018019641409136,19,"female",1,144.28,12222,1
"57","220","estimated","prior",4,1,0.0430553053503873,0.0366600612502252,0.0366600612502252,0.0366600612502252,0.216177265357593,0.279589263195821,0.0366600612502252,0.0366600612502252,0.0498108448928121,0.191406953702036,0.0366600612502252,26,"female",1,307.64,22221,1
"58","223","estimated","prior",4,1,0.012341230519773,0.012341230519773,0.0386451671020629,0.0739573011440411,0.186830015313936,0.348707323664535,0.183136654355463,0.0751283668138006,0.0442302495270696,0.012341230519773,0.012341230519773,28,"other",1,198.53,12222,1
"59","224","estimated","prior",4,1,0.0258581854221101,0.126407784485089,0.0254076943868817,0.0187404270655014,0.339039553112893,0.0728894494999549,0.0770339670240562,0.0258581854221101,0.0737904315704117,0.113253446256419,0.101720875754572,20,"male",1,86.47,22221,1
"60","226","estimated","prior",4,1,0.0543390105433901,0.0543390105433901,0.0543390105433901,0.0543390105433901,0.0543390105433901,0.45453726232315,0.0543390105433901,0.0543390105433901,0.0543390105433901,0.0564116427863387,0.0543390105433901,23,"female",1,289.6,22122,1
"61","228","estimated","prior",4,1,0.00900819745968832,0.00900819745968832,0.140437798396541,0.256373299702729,0.113503287992073,0.182055670660301,0.168363210521575,0.0376542653814972,0.0595441852085398,0.0112602468246104,0.0127916403927574,32,"female",1,453.06,22221,1
"62","230","estimated","prior",4,1,0.0126126126126126,0.0344144144144144,0.0565765765765766,0.115675675675676,0.186306306306306,0.208288288288288,0.162432432432432,0.117117117117117,0.066036036036036,0.0240540540540541,0.0164864864864865,29,"male",1,145.89,22221,1
"63","232","estimated","prior",4,1,0.0192792792792793,0.075045045045045,0.0742342342342342,0.118828828828829,0.15009009009009,0.18981981981982,0.125405405405405,0.106936936936937,0.0720720720720721,0.048018018018018,0.0202702702702703,28,"male",1,269.22,21222,1
"64","233","estimated","prior",4,1,0.0354891010628716,0.0354891010628716,0.0354891010628716,0.455413439019996,0.180417942713025,0.0793550711583499,0.0354891010628716,0.0354891010628716,0.0363898396685282,0.0354891010628716,0.0354891010628716,26,"male",1,212.25,22122,1
"65","234","estimated","prior",4,1,0.0974686965138276,0.142419601837672,0.061706152598865,0.0379245113052878,0.0090982794342852,0.00900819745968832,0.329159535177011,0.00900819745968832,0.146743536618323,0.0379245113052878,0.119538780290064,27,"female",1,207.06,22221,1
"66","236","estimated","prior",4,1,0.0399135057212361,0.0505450941526264,0.0699162086674475,0.0930714478781872,0.145508604378773,0.204883322821876,0.147400666726732,0.0953239030543292,0.0713577799801784,0.0525272547076313,0.029552211910983,21,"male",1,375.88,22221,1
"67","237","estimated","prior",4,1,0.00900819745968832,0.0381947572290785,0.0555805783262769,0.0600846770561211,0.0651292676335465,0.461580037834429,0.060895414827493,0.0490946761553013,0.0668408251508873,0.0583731195387803,0.0752184487883974,31,"female",1,167.49,22212,1
"68","239","estimated","prior",4,1,0.0526126126126126,0.069009009009009,0.0936036036036036,0.115585585585586,0.143693693693694,0.192792792792793,0.133603603603604,0.0754954954954955,0.0558558558558558,0.0415315315315315,0.0262162162162162,22,"male",1,123.05,12222,1
"69","24","estimated","prior",4,1,0.030264817150063,0.153936227706719,0.138803819131688,0.122680598090434,0.115925058548009,0.103134570347685,0.0941271842911187,0.0769230769230769,0.0647631057467123,0.0572869753197622,0.0421545667447307,19,"female",1,364.77,22212,1
"70","243","estimated","prior",4,1,0.0209928822416434,0.0439679250382917,0.0770339670240562,0.115686097846653,0.142174970718083,0.208487251103703,0.132264167943058,0.0957743940895576,0.0883863411118119,0.0572123614740067,0.018019641409136,25,"male",1,150.08,22212,1
"71","248","estimated","prior",4,1,0.00918918918918919,0.0107207207207207,0.0113513513513513,0.0907207207207207,0.0938738738738739,0.452972972972973,0.10018018018018,0.105135135135135,0.105135135135135,0.0109009009009009,0.00981981981981982,21,"female",1,189.94,22212,1
"72","251","estimated","prior",4,1,0.0272972972972973,0.0272972972972973,0.729189189189189,0.0293693693693694,0.0288288288288288,0.0286486486486486,0.027027027027027,0.0281081081081081,0.0345945945945946,0.0279279279279279,0.0117117117117117,24,"female",1,176.22,22212,1
"73","252","estimated","prior",4,1,0.0144144144144144,0.0144144144144144,0.106756756756757,0.108648648648649,0.174234234234234,0.35954954954955,0.0945945945945946,0.0796396396396396,0.0189189189189189,0.0144144144144144,0.0144144144144144,20,"female",1,317.17,22212,1
"74","254","estimated","prior",4,1,0.00900900900900901,0.00900900900900901,0.03,0.135585585585586,0.226036036036036,0.35009009009009,0.168198198198198,0.045045045045045,0.00900900900900901,0.00900900900900901,0.00900900900900901,22,"female",1,233.29,22221,1
"75","256","estimated","prior",4,1,0.456404251486219,0.0166636642046478,0.0449468564222663,0.0166636642046478,0.0418843451630337,0.186723112952621,0.0166636642046478,0.0621509637903081,0.0387317600432355,0.0166636642046478,0.102504053323725,28,"female",1,163.48,22212,1
"76","259","estimated","prior",4,1,0.0207188541572831,0.0741374650932349,0.0622466444464463,0.0608053328528961,0.0207188541572831,0.0921538600126115,0.458697414647329,0.0830555805783263,0.0860282857400234,0.0207188541572831,0.0207188541572831,22,"female",1,154.51,22212,1
"77","26","estimated","prior",4,1,0.0549500045040987,0.0642284478875777,0.0651292676335465,0.0512566435456265,0.0513467255202234,0.458337086748942,0.0554004143770831,0.0441401675524727,0.0456715611206198,0.0534186109359517,0.0561210701738582,43,"male",1,389.1,21222,1
"78","265","estimated","prior",4,1,0.0541392667327268,0.0600846770561211,0.0803531213404198,0.061706152598865,0.0421583641113413,0.0256733627601117,0.0346815602198,0.560670209891001,0.0458517250698135,0.0256733627601117,0.00900819745968832,21,"female",1,146.22,22122,1
"79","266","estimated","prior",4,1,0.0466624628411855,0.277812809656788,0.185478785694982,0.185388703720386,0.14277992973606,0.0428790199081164,0.0228808215476083,0.0230609854968021,0.0230609854968021,0.0267543464552743,0.0232411494459959,22,"female",1,166.66,22212,1
"80","267","estimated","prior",4,1,0.0209947738331231,0.0209947738331231,0.0420796539917102,0.108848441160569,0.183186159668409,0.0953324923409623,0.20769508019463,0.185799243106866,0.0930798342043611,0.0209947738331231,0.0209947738331231,27,"female",1,522.59,12222,1
"81","274","estimated","prior",4,1,0.0907207207207207,0.185315315315315,0.082972972972973,0.103063063063063,0.0258558558558559,0.011981981981982,0.14018018018018,0.106216216216216,0.132432432432432,0.106216216216216,0.015045045045045,30,"female",1,237.72,22212,1
"82","275","estimated","prior",4,1,0.00900819745968832,0.00900819745968832,0.367264210431493,0.00900819745968832,0.00900819745968832,0.273939284749122,0.00900819745968832,0.0966579587424556,0.0311683632105216,0.0445004954508603,0.141428700117107,28,"male",1,402.22,21222,1
"83","276","estimated","prior",4,1,0.0906306306306306,0.0901801801801802,0.0927027027027027,0.0904504504504505,0.0910810810810811,0.09,0.0901801801801802,0.0913513513513513,0.0879279279279279,0.0928828828828829,0.0926126126126126,24,"female",1,216.55,22221,1
"84","278","estimated","prior",4,1,0.0418918918918919,0.182792792792793,0.0418918918918919,0.0418918918918919,0.0435135135135135,0.0472072072072072,0.0418918918918919,0.125135135135135,0.273243243243243,0.118648648648649,0.0418918918918919,20,"female",1,237.3,22122,1
"85","281","estimated","prior",4,1,0.0101810973961618,0.0240562212811965,0.0761329849535994,0.121091990269394,0.152806559149473,0.240291918190828,0.149472925488783,0.117848454815749,0.0748716100549599,0.023065141003694,0.0101810973961618,19,"female",1,300.21,22221,1
"86","282","estimated","prior",4,1,0.045045045045045,0.0462162162162162,0.045045045045045,0.045045045045045,0.545855855855856,0.045045045045045,0.045045045045045,0.045045045045045,0.045045045045045,0.045045045045045,0.0475675675675676,18,"male",1,146.43,12222,1
"87","284","estimated","prior",4,1,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.237906494910368,0.144761733177191,0.280965678767679,0.186199441491758,0.0961174668948743,0.00900819745968832,24,"male",1,703.91,22221,1
"88","287","estimated","prior",4,1,0.0710810810810811,0.042972972972973,0.343063063063063,0.092972972972973,0.0804504504504504,0.109279279279279,0.0789189189189189,0.0695495495495495,0.0398198198198198,0.0601801801801802,0.0117117117117117,25,"female",1,132.33,22212,1
"89","288","estimated","prior",4,1,0.0947747747747748,0.0875675675675676,0.0875675675675676,0.0889189189189189,0.0898198198198198,0.0901801801801802,0.0905405405405405,0.0918918918918919,0.0934234234234234,0.092972972972973,0.0923423423423423,25,"male",1,269.89,22122,1
"90","289","estimated","prior",4,1,0.0188305252725471,0.0511757816019461,0.107577259212542,0.0188305252725471,0.154968916118569,0.205964501306424,0.25317596179836,0.07820524371565,0.0600955040994684,0.032345256329399,0.0188305252725471,22,"female",1,179.96,12222,1
"91","290","estimated","prior",4,1,0.058362604701432,0.0319733405385932,0.122129154282626,0.058362604701432,0.058362604701432,0.0153111771593263,0.058362604701432,0.42204809510943,0.058362604701432,0.058362604701432,0.058362604701432,22,"female",1,128.77,22221,1
"92","291","estimated","prior",4,1,0.0383783783783784,0.0973873873873874,0.156306306306306,0.234504504504505,0.123243243243243,0.0907207207207207,0.074054054054054,0.0643243243243243,0.058018018018018,0.0518918918918919,0.0111711711711712,22,"female",1,204,22122,1
"93","292","estimated","prior",4,1,0.01,0.01,0.0190990990990991,0.0748648648648648,0.224954954954955,0.316756756756757,0.224414414414414,0.0781981981981982,0.0217117117117117,0.01,0.01,24,"female",1,209.75,22212,1
"94","293","estimated","prior",4,1,0.0195477884875236,0.068642464642825,0.239798216376903,0.276911989910819,0.150076569678407,0.0795423835690478,0.0594541032339429,0.028555985947212,0.0315286911089091,0.0250427889379335,0.0208990181064769,20,"male",1,276.98,22221,1
"95","294","estimated","prior",4,1,0.009461164173725,0.0268516849882862,0.0268516849882862,0.313299693638493,0.253469093530366,0.193818706073166,0.0845197332852766,0.0268516849882862,0.0268516849882862,0.0268516849882862,0.0111731843575419,22,"female",1,160.57,22122,1
"96","296","estimated","prior",4,1,0.0168422948752589,0.0168422948752589,0.0168422948752589,0.444654597856435,0.27091776997208,0.0168422948752589,0.149689273169414,0.0168422948752589,0.0168422948752589,0.0168422948752589,0.0168422948752589,20,"female",1,120.59,12222,1
"97","298","estimated","prior",4,1,0.0164864864864865,0.0442342342342342,0.0565765765765766,0.0773873873873874,0.104414414414414,0.122972972972973,0.207027027027027,0.124954954954955,0.115765765765766,0.0863963963963964,0.0437837837837838,23,"female",1,281.62,22122,1
"98","299","estimated","prior",4,1,0.03539265129683,0.03539265129683,0.03539265129683,0.349063400576369,0.267201008645533,0.100594380403458,0.03539265129683,0.03539265129683,0.03539265129683,0.03539265129683,0.03539265129683,34,"female",1,152.07,22221,1
"99","35","estimated","prior",4,1,0.00900900900900901,0.101711711711712,0.0732432432432432,0.0901801801801802,0.0540540540540541,0.112882882882883,0.146666666666667,0.176396396396396,0.191891891891892,0.0346846846846847,0.00927927927927928,22,"male",1,444.23,22212,1
"100","37","estimated","prior",4,1,0.036309577439409,0.0671231642490314,0.145688800792864,0.239030543292189,0.103162447067303,0.17623209298135,0.0464906748355708,0.0464906748355708,0.0464906748355708,0.0464906748355708,0.0464906748355708,24,"female",1,298.08,22122,1
"101","38","estimated","prior",4,1,0.0165750833258265,0.0417079542383569,0.0450409872984416,0.0513467255202234,0.233312314205927,0.279974777047113,0.225745428339789,0.0402666426448068,0.0321592649310873,0.0199981983605081,0.01387262408792,55,"female",1,237.63,22221,1
"102","4","estimated","prior",4,1,0.0296423101180286,0.0603657987206055,0.0704567979097216,0.0940625281556897,0.14451752410127,0.190737904315704,0.161275790611767,0.0968555725741058,0.0710874853590413,0.0504549959455807,0.0305432921884854,20,"male",1,346.14,21222,1
"103","40","estimated","prior",4,1,0.0242364176952879,0.188935940174791,0.276691593837283,0.186593386791603,0.0972159654022885,0.0628885485178845,0.0530678439499054,0.0438778268312461,0.038832327236688,0.0161275790611767,0.011532570501847,24,"male",1,179.32,22122,1
"104","42","estimated","prior",4,1,0.0843167282226826,0.00900819745968832,0.00900819745968832,0.0252229528871273,0.0160345914782452,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.811368345194127,0.00900819745968832,0.00900819745968832,45,"female",1,101.21,21222,1
"105","45","estimated","prior",4,1,0.00900900900900901,0.0218018018018018,0.0277477477477477,0.0771171171171171,0.161081081081081,0.437927927927928,0.15,0.0657657657657658,0.0247747747747748,0.0157657657657658,0.00900900900900901,27,"male",1,374.57,22122,1
"106","46","estimated","prior",4,1,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.0397333093071448,0.369582845301379,0.00900982070456798,0.441481214523831,0.00900982070456798,0.0861338859356699,0.00900982070456798,0.00900982070456798,21,"male",1,118.99,12222,1
"107","49","estimated","prior",4,1,0.0827853346545356,0.0421583641113413,0.0363030357625439,0.0363030357625439,0.132060174759031,0.185298621745789,0.12052968201063,0.106026484100531,0.0972885325646338,0.110350418881182,0.050896315647239,38,"female",1,122.68,22122,1
"108","52","estimated","prior",4,1,0.168033156140193,0.106946571763222,0.102261464996847,0.0941526263627354,0.0883863411118119,0.104604018380034,0.0236057302459681,0.0421659608973781,0.0745112172267772,0.0930714478781872,0.102261464996847,23,"female",1,187.25,22212,1
"109","54","estimated","prior",4,1,0.010809836951626,0.0118007386721917,0.00990901720565715,0.00927844338347896,0.671651202594361,0.0129718043419512,0.0372038555085127,0.0885505810287361,0.0734168092964598,0.0372038555085127,0.0372038555085127,28,"female",1,230.5,22212,1
