"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated","selected"
"41","69","all","prior",0,0,0.0163,0.0163,0.0163,0.4796,0.2982,0.0915,0.0163,0.0163,0.0163,0.0163,0.0163,19,"female",1,170.3,NA,1,0
"42","69","all","unlimited",8,2,0.014,0.014,0.014,0.0756,0.014,0.067,0.0165,0.014,0.6842,0.014,0.0727,19,"female",1,170.3,1222222122,1,10
"43","71","all","five",4,1,0.0131,0.0131,0.0064,0.0161,0.0297,0.0566,0.0882,0.147,0.315,0.2008,0.1142,19,"male",1,625.29,22221,1,5
"44","71","all","prior",0,0,0.0209,0.0309,0.0442,0.0895,0.1888,0.2719,0.184,0.0923,0.035,0.025,0.0175,19,"male",1,625.29,NA,1,0
"45","71","all","unlimited",44,11,0.0027,0.0055,0.0022,0.0013,0.0013,0.0147,0.0613,0.1296,0.5949,0.1389,0.0475,19,"male",1,625.29,2.22212222112222e+54,1,55
"46","79","all","five",4,1,0,0,0,0,0,0,0,0.2584,0.4802,0.2614,0,31,"male",1,566.29,22122,1,5
"47","79","all","prior",0,0,0.0361,0,0,0.0737,0,0.0839,0.0092,0.3328,0.2586,0.2058,0,31,"male",1,566.29,NA,1,0
"48","79","all","unlimited",20,5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.1825,0.8085,0.001,0.001,31,"male",1,566.29,2.21221222212222e+24,1,25
"49","81","all","five",4,1,0,0,0,0,0,0,0,0.0013,0.9987,0,0,30,"female",1,127.97,12222,1,5
"50","81","all","prior",0,0,0.0517,0,0,0.0224,0.7933,0.0017,0.0086,0,0.0655,0.0569,0,30,"female",1,127.97,NA,1,0
"51","81","all","unlimited",4,1,0,0,0,0,0,0,0.0066,0,0.9934,0,0,30,"female",1,127.97,12222,1,5
"52","84","all","five",4,1,0.0033,0.0143,0.0413,0.067,0.094,0.1237,0.155,0.164,0.2216,0.1125,0.0033,18,"female",1,418.76,22212,1,5
"53","84","all","prior",0,0,0.0298,0.0067,0.0221,0.0067,0.12,0.4796,0.1309,0.069,0.0067,0.0975,0.0311,18,"female",1,418.76,NA,1,0
"54","84","all","unlimited",16,4,0,0,0.015,0.038,0.0725,0.0899,0.11,0.2474,0.2709,0.1563,0,18,"female",1,418.76,22212122222212198400,1,20
"55","85","all","five",4,1,0.0097,0.0097,0.0097,0.0097,0.0157,0.0097,0.0097,0.0097,0.8973,0.0097,0.0097,27,"male",1,315.7,12222,1,5
"56","85","all","prior",0,0,0.0765,0.0747,0.2515,0.0747,0.0747,0.0747,0.0747,0.0747,0.0747,0.0747,0.0747,27,"male",1,315.7,NA,1,0
"57","85","all","unlimited",12,3,0,0,0,0,0.0013,0.0354,0,0.0159,0.9474,0,0,27,"male",1,315.7,122222222122212,1,15
"58","91","all","five",4,1,0.0251,0.0528,0.001,0.001,0.0374,0.0343,0.0359,0.001,0.7962,0.0143,0.001,17,"male",1,258.96,22221,1,5
"59","91","all","prior",0,0,0.05,0.05,0.05,0.05,0.05,0.5,0.05,0.05,0.05,0.05,0.05,17,"male",1,258.96,NA,1,0
"60","91","all","unlimited",16,4,0,0,0,0,0,0,0,0.0035,0.9965,0,0,17,"male",1,258.96,22221222122222100480,1,20
"61","94","all","five",4,1,0,0,0,0,0,0,0.0467,0.2614,0.4286,0.2633,0,26,"female",1,263,12222,1,5
"62","94","all","prior",0,0,0.0183,0.0528,0.0837,0.1028,0.1442,0.1823,0.1483,0.1122,0.084,0.057,0.0144,26,"female",1,263,NA,1,0
"63","94","all","unlimited",22,5,0.0013,0.0033,0.0033,4e-04,0.0023,0.0012,0.0478,0.0928,0.7824,0.0653,0,26,"female",1,263,1.22222122222122e+26,1,27
"64","99","all","five",4,1,0.0029,0.0029,0.0029,0.0029,0.0029,0.0676,0.045,0.1422,0.5181,0.2096,0.0029,42,"male",1,164.51,12222,1,5
"65","99","all","prior",0,0,0.0347,0.0347,0.0347,0.0347,0.0347,0.2962,0.0347,0.0347,0.0347,0.2095,0.2169,42,"male",1,164.51,NA,1,0
"66","99","all","unlimited",10,2,0.0063,0.0761,0.0422,0.0063,0.0613,0.0171,0.0672,0.0422,0.2851,0.3899,0.0063,42,"male",1,164.51,122222212222,1,12
"67","100","all","five",4,1,0.0156,0.0274,0.0361,0.0688,0.1015,0.1248,0.1239,0.1243,0.1286,0.1263,0.1226,39,"female",1,407.1,22212,1,5
"68","100","all","prior",0,0,0.0938,0.0974,0.0995,0.0905,0.0894,0.0919,0.0776,0.1033,0.083,0.0879,0.0855,39,"female",1,407.1,NA,1,0
"69","100","all","unlimited",22,6,0,0,0,0.0133,0.0367,0.0397,0.1825,0.4046,0.3232,0,0,39,"female",1,407.1,2.22122122221222e+27,1,28
"70","108","all","five",4,1,0.0113,0.0113,0.0113,0.0113,0.0113,0.0113,0.2989,0.0113,0.5991,0.0113,0.0113,24,"male",1,157.2,12222,1,5
"71","108","all","prior",0,0,0.0113,0.0498,0.2056,0.3917,0.1922,0.043,0.0113,0.0113,0.0113,0.061,0.0113,24,"male",1,157.2,NA,1,0
"72","108","all","unlimited",14,4,0.0208,0.0285,0.0502,0.044,0.0856,0.0022,0.2943,0.4012,0.0022,0.0687,0.0022,24,"male",1,157.2,122221222222220992,1,18
"73","111","all","five",4,1,0.0011,0.0179,0.0249,0.0179,0.01,0.014,0.0843,0.242,0.3989,0.1868,0.0021,32,"female",1,289.91,22221,1,5
"74","111","all","prior",0,0,0.0895,0.0894,0.0859,0.0943,0.0862,0.0902,0.0865,0.0946,0.0972,0.0893,0.0969,32,"female",1,289.91,NA,1,0
"75","111","all","unlimited",18,5,0.0066,0.003,0.0011,0.0031,0.0026,0.0014,0.0565,0.3947,0.455,0.0756,4e-04,32,"female",1,289.91,2.22212221212222e+22,1,23
"76","112","all","five",4,1,0,0,0.0218,0.0209,0.0282,0.0533,0.1965,0.6005,0.0263,0.0256,0.0269,31,"female",1,280.89,22122,1,5
"77","112","all","prior",0,0,0.0343,0.0343,0.0343,0.0343,0.0343,0.0977,0.1967,0.431,0.0343,0.0343,0.0343,31,"female",1,280.89,NA,1,0
"78","112","all","unlimited",12,3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.1953,0.6067,0.022,0.022,31,"female",1,280.89,221221222222212,1,15
"79","113","all","five",4,1,0.0678,0.0938,0.0027,0.0435,0.0027,0.125,0.3831,0.1094,0.0435,0.1094,0.0193,27,"female",1,115.61,21222,1,5
"80","113","all","prior",0,0,3e-04,0.0435,0.0996,0.0632,0.0799,0.4947,0.0602,0.0086,0.0344,0.0298,0.086,27,"female",1,115.61,NA,1,0
"81","113","all","unlimited",6,1,7e-04,0.0687,0.1639,0.1474,7e-04,0.1598,0.3514,0.0211,0.0625,0.0232,7e-04,27,"female",1,115.61,2122222,1,7
"82","115","all","five",4,1,0.7747,0,0,0.0233,0.059,0,0,0.0539,0.003,0,0.0861,37,"female",1,156.88,22212,1,5
"83","115","all","prior",0,0,0.7813,0.0624,0.0259,0,0.0131,0,0,0.0513,0.029,0.037,0,37,"female",1,156.88,NA,1,0
"84","115","all","unlimited",9,2,0.8516,0,0,0,0,0.0402,0.0379,0.0013,0.0471,0.0219,0,37,"female",1,156.88,22212122222,1,11
"85","117","all","five",4,1,0,0,0,0.026,0.0927,0.1417,0.1974,0.3015,0.2408,0,0,33,"male",1,507.45,21222,1,5
"86","117","all","prior",0,0,0.0244,0.04,0.0965,0.2847,0.2214,0.1328,0.112,0.0244,0.0375,0.0201,0.0061,33,"male",1,507.45,NA,1,0
"87","117","all","unlimited",41,10,0,0,0,0,0,0,0,0,0.1986,0.8014,0,33,"male",1,507.45,2.12222222122221e+50,1,51
"88","120","all","five",4,1,0.036,0.0021,0.0122,0,0,0,0.036,0.0156,0.8981,0,0,30,"male",1,115.76,21222,1,5
"89","120","all","prior",0,0,0.0533,0.0439,0.0439,0.5513,0.0439,0.044,0.0439,0.0439,0.0439,0.0439,0.0439,30,"male",1,115.76,NA,1,0
"90","120","all","unlimited",12,3,0,0.0381,0.0232,0.0265,0,0,0.0265,0,0,0.8856,0,30,"male",1,115.76,212222221222122,1,15
"91","121","all","five",4,1,0.0253,0.0253,0.0253,0.0253,0.0253,0.0253,0.0253,0.0253,0.7467,0.0253,0.0253,31,"female",1,145.51,22221,1,5
"92","121","all","prior",0,0,0.0139,0.0161,0.057,0.1734,0.1238,0.0419,0.0895,0.3673,0.0419,0.0311,0.0441,31,"female",1,145.51,NA,1,0
"93","121","all","unlimited",15,4,0.0289,0.0339,0.0017,0.0017,0.0017,0.0017,0.0223,0.0017,0.0017,0.9032,0.0017,31,"female",1,145.51,2222122212212219904,1,19
"94","122","all","five",4,1,3e-04,3e-04,0.1418,0.1034,0.0346,0.4879,0.0507,0.0184,0.073,3e-04,0.0892,50,"female",1,95.03,12222,1,5
"95","122","all","prior",0,0,0.0898,0.006,0.0262,0.0554,0.006,0.491,0.1035,0.1173,0.006,0.076,0.0228,50,"female",1,95.03,NA,1,0
"96","122","all","unlimited",11,3,0.0417,0.0609,0.082,0.0417,0.0494,0.4912,0.1108,0.1012,0.005,0.005,0.011,50,"female",1,95.03,12222212222221,1,14
"97","124","all","five",4,1,0,0,0.01,0.01,0.0322,0.0847,0.1906,0.2997,0.3164,0.0563,0,23,"male",1,540.77,22221,1,5
"98","124","all","prior",0,0,0.017,0.017,0.0727,0.127,0.1818,0.1585,0.1958,0.1192,0.077,0.027,0.007,23,"male",1,540.77,NA,1,0
"99","124","all","unlimited",46,11,0,0,0,0,0.004,0.004,0.014,0.184,0.61,0.184,0,23,"male",1,540.77,2.22212221222122e+56,1,57
"100","144","all","five",4,1,0.001,0.001,0.001,0.001,0.001,0.3988,0.5922,0.001,0.001,0.001,0.001,31,"male",1,256.46,12222,1,5
"101","144","all","prior",0,0,0.0292,0.0292,0.0292,0.1981,0.3889,0.1511,0.0578,0.0292,0.0292,0.0292,0.0292,31,"male",1,256.46,NA,1,0
"102","144","all","unlimited",12,4,0,0,0,0,0.0015,0.0974,0.5986,0.3025,0,0,0,31,"male",1,256.46,1222222122212220,1,16
"103","155","all","five",4,1,0.0251,0,0,0.0427,0.39,0.1484,0.1007,0.1112,0,0.0989,0.0831,29,"female",1,186.49,12222,1,5
"104","155","all","prior",0,0,0.0281,0.1038,0.051,0.0877,0.1841,0.1593,6e-04,0.1015,0.0854,0.0602,0.1382,29,"female",1,186.49,NA,1,0
"105","155","all","unlimited",10,2,0.002,0.0228,0.1024,0.0079,0.0626,0.002,0.002,0.002,0.7922,0.002,0.002,29,"female",1,186.49,122222122222,1,12
"106","161","all","five",4,1,0.029,0.0413,0.0708,0,0,0,0.0978,0.0167,0.7444,0,0,34,"male",1,185.09,21222,1,5
"107","161","all","prior",0,0,0.0033,0.0737,0.1026,0.0582,0.1283,0.1631,0.0631,0.1255,0.1026,0.1165,0.0629,34,"male",1,185.09,NA,1,0
"108","161","all","unlimited",7,2,0,0.0481,0,0,0.016,0.05,0,0,0,0.886,0,34,"male",1,185.09,212222122,1,9
"109","164","all","five",4,1,0.0021,0.0021,0.0021,0.0293,0.0504,0.0889,0.1622,0.1991,0.2247,0.1833,0.0556,18,"male",1,246.32,22122,1,5
"110","164","all","prior",0,0,0.0011,0.0225,0.041,0.111,0.1736,0.2611,0.1614,0.1378,0.0589,0.0305,0.0011,18,"male",1,246.32,NA,1,0
"111","164","all","unlimited",22,6,4e-04,4e-04,0.0032,0.0167,0.0516,0.087,0.1536,0.1904,0.2177,0.1905,0.0886,18,"male",1,246.32,2.21222212222212e+27,1,28
"112","167","all","five",4,1,4e-04,0.008,0.008,0.008,0.008,0.008,0.0538,0.0843,0.729,0.09,0.0022,35,"female",1,456.27,21222,1,5
"113","167","all","prior",0,0,0.0077,0.0414,0.066,0.1873,0.5959,0.0689,0.0077,0.0077,0.0022,0.0077,0.0077,35,"female",1,456.27,NA,1,0
"114","167","all","unlimited",13,3,0.0013,0.0019,0.0061,0.0061,0.0061,7e-04,0.0383,0.1396,0.6722,0.1277,0,35,"female",1,456.27,2122212222221220,1,16
"115","168","all","five",4,1,0,0.0234,0.0238,0.0377,0.0488,0.0538,0.0849,0.1434,0.5271,0.0531,0.0039,25,"male",1,576.37,21222,1,5
"116","168","all","prior",0,0,0.0516,0.291,0.2177,0.1352,0.0992,0.0802,0.1007,0,0,0,0.0244,25,"male",1,576.37,NA,1,0
"117","168","all","unlimited",14,3,0.005,0.0018,0.002,0.0156,0.0393,0.0941,0.1369,0.1811,0.2993,0.2199,0.005,25,"male",1,576.37,21222212222222100,1,17
"118","171","all","five",4,1,0,0,0,0,0.0064,0,0,0.9858,0,0,0.0078,32,"female",1,154.58,21222,1,5
"119","171","all","prior",0,0,0.0446,0.0742,0.0149,0,0.1039,0.3023,0.1138,0.1088,0.0973,0.1352,0.005,32,"female",1,154.58,NA,1,0
"120","171","all","unlimited",14,3,0,0,0,0,0.0026,0,0,0,0.9974,0,0,32,"female",1,154.58,21222221222221200,1,17
"121","176","all","five",4,1,0.0072,0.0055,0.0066,0.0041,0.0074,0.0069,0.0045,0.007,0.7956,0.1483,0.007,43,"male",1,266.17,21222,1,5
"122","176","all","prior",0,0,0.0033,0.0033,0.0033,0.0033,0.243,0.4883,0.242,0.0033,0.0033,0.0033,0.0033,43,"male",1,266.17,NA,1,0
"123","176","all","unlimited",20,4,0.0031,0,0,0,0,0,0,0,0,0.9969,0,43,"male",1,266.17,2.12222221212222e+23,1,24
"124","177","all","five",4,1,0.0288,0.1787,0.1225,0.0246,0.0267,0.035,0.2813,0.0933,0.01,0.1246,0.0746,28,"female",1,178.46,21222,1,5
"125","177","all","prior",0,0,0,0,0.3461,0.0127,0.1088,0.0873,0.1245,0.2196,0.0461,0.0402,0.0147,28,"female",1,178.46,NA,1,0
"126","177","all","unlimited",5,1,0.0571,0.0673,0.0774,0.1364,0.2768,0.0335,0.0892,0.02,0.0555,0.1381,0.0487,28,"female",1,178.46,212222,1,6
"127","186","all","five",4,1,8e-04,0.0188,0.0182,0.0671,0.162,0.1679,0.3002,0.1673,0.0718,0.0238,0.0022,28,"male",1,252.09,21222,1,5
"128","186","all","prior",0,0,0.0131,0.0382,0.0693,0.1249,0.1704,0.2089,0.1721,0.1142,0.0526,0.025,0.0113,28,"male",1,252.09,NA,1,0
"129","186","all","unlimited",14,4,0.0012,9e-04,0.0065,8e-04,0.0023,0.0023,0.0925,0.0923,0.3985,0.4021,6e-04,28,"male",1,252.09,212222122221222016,1,18
"130","188","all","five",4,1,0,0,0,0.015,0.03,0.0721,0.0971,0.2249,0.3006,0.2603,0,18,"male",1,380.66,22221,1,5
"131","188","all","prior",0,0,7e-04,0.0048,0.0332,0.1209,0.2031,0.2946,0.2016,0.1074,0.0248,0.0082,7e-04,18,"male",1,380.66,NA,1,0
"132","188","all","unlimited",16,4,7e-04,7e-04,7e-04,7e-04,7e-04,7e-04,7e-04,0.1913,0.6101,0.1927,7e-04,18,"male",1,380.66,22221222122122199040,1,20
"133","195","all","five",4,1,0.0171,0.0305,0.0483,0.0709,0.1142,0.1583,0.1803,0.1453,0.1038,0.0869,0.0444,20,"male",1,228.61,12222,1,5
"134","195","all","prior",0,0,0.0195,0.084,0.0751,0.2106,0.1641,0.1971,0.1151,0.0751,0.0234,0.02,0.016,20,"male",1,228.61,NA,1,0
"135","195","all","unlimited",13,3,0,0.0178,0.0428,0.0613,0.0773,0.0932,0.1142,0.1494,0.1775,0.1531,0.1133,20,"male",1,228.61,1222222212222120,1,16
"136","205","all","five",4,1,0.0223,0.0311,0.0033,0,4e-04,0.0018,0.0018,0.0297,0.0106,0.8989,0,37,"female",1,265.43,21222,1,5
"137","205","all","prior",0,0,0.0636,0.0615,0,0.0097,0,0,0,0.6411,0.1155,0.02,0.0885,37,"female",1,265.43,NA,1,0
"138","205","all","unlimited",16,4,0,0.046,0,0.0149,0,0,0,0,0,0.9392,0,37,"female",1,265.43,21222122222222098432,1,20
"139","210","all","five",4,1,0,0,0,0.0047,0.1164,0.3168,0.1739,0.1733,0.1648,0.0451,0.0051,33,"female",1,240.54,22221,1,5
"140","210","all","prior",0,0,0.0146,0.0542,0.0571,0.1591,0.261,0.101,0.1364,0.0061,0.1109,0,0.0996,33,"female",1,240.54,NA,1,0
"141","210","all","unlimited",17,4,0.009,0.0086,0.0051,0.0068,0.0073,0.0206,0.2263,0.2481,0.2437,0.2157,0.0088,33,"female",1,240.54,2.22212222122212e+20,1,21
"142","212","all","five",4,1,0.0031,0.0031,0.0031,0.0031,0.0586,0.0988,0.0945,0.0912,0.5981,0.0432,0.0031,57,"female",1,684.7,21222,NA,5
"143","212","all","prior",0,0,0.0684,0.1108,0.0963,0.1245,0.0487,0.1135,0.1176,0.1245,0.0643,0.052,0.0793,57,"female",1,684.7,NA,NA,0
"144","212","all","unlimited",24,6,0.0035,0.0027,0.0016,0.0032,0.0446,0.0413,0.048,0.0503,0.8024,0.0018,5e-04,57,"female",1,684.7,2.12222221222221e+29,NA,30
"145","214","all","five",4,1,0.0033,0.0069,0.0151,0.0271,0.0499,0.1042,0.236,0.2959,0.2172,0.042,0.0025,21,"male",1,680.43,22221,1,5
"146","214","all","prior",0,0,0.0038,0.0224,0.0433,0.1001,0.1658,0.3176,0.17,0.0976,0.0466,0.0258,0.0071,21,"male",1,680.43,NA,1,0
"147","214","all","unlimited",13,3,0,0,0,0,0,0,0.0081,0.0757,0.59,0.3262,0,21,"male",1,680.43,2222122221212220,1,16
"148","218","all","five",4,1,0,0,0,0.0077,0,0,0,0,0.9923,0,0,54,"female",1,213.11,22221,1,5
"149","218","all","prior",0,0,0.2099,0,0.0793,0.0193,0.0036,0.4801,0.0637,0.0532,0.0219,0,0.0689,54,"female",1,213.11,NA,1,0
"150","218","all","unlimited",4,1,0.0614,0.0424,0.0763,0.0803,0.0033,0.5014,0.0464,0.0478,0.0573,0.0478,0.0356,54,"female",1,213.11,22221,1,5
"151","224","all","five",4,1,0,0,0,0,0,0.4971,0.5029,0,0,0,0,20,"male",1,156.77,22122,1,5
"152","224","all","prior",0,0,0.0013,0.0013,0.494,0.494,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,20,"male",1,156.77,NA,1,0
"153","224","all","unlimited",18,5,0,0,0,0,0,0,0,0.4997,0.5003,0,0,20,"male",1,156.77,2.21222221222122e+22,1,23
"154","226","all","five",4,1,0.0108,0.0108,0.0167,0.0367,0.0467,0.105,0.1617,0.2316,0.2557,0.121,0.0033,34,"male",1,262.32,22221,1,5
"155","226","all","prior",0,0,0.0086,0.0232,0.0359,0.1186,0.172,0.2849,0.1608,0.1286,0.0434,0.0153,0.0086,34,"male",1,262.32,NA,1,0
"156","226","all","unlimited",12,3,0,0,0.0133,0.0367,0.0833,0.1429,0.1692,0.2002,0.2313,0.1231,0,34,"male",1,262.32,222212221222212,1,15
"157","235","all","five",4,1,0,0.0147,0.0538,0.0782,0.1063,0.1079,0.1387,0.1369,0.2008,0.1626,0,38,"female",1,239.26,21222,1,5
"158","235","all","prior",0,0,0.0437,0.0502,0.0887,0.1078,0.1703,0.2463,0.1578,0.0295,0.0295,0.042,0.0342,38,"female",1,239.26,NA,1,0
"159","235","all","unlimited",12,3,0.003,0.0063,0.0201,0.0262,0.0356,0.0406,0.045,0.13,0.6483,0.045,0,38,"female",1,239.26,212222222122221,1,15
"160","236","all","five",4,1,0.0333,0.0473,0.0618,0.0866,0.1033,0.1362,0.1581,0.2067,0.1033,0.0633,0,19,"male",1,475.58,22221,1,5
"161","236","all","prior",0,0,0.0025,0.0425,0.0792,0.1225,0.1445,0.1735,0.17,0.1333,0.0853,0.04,0.0067,19,"male",1,475.58,NA,1,0
"162","236","all","unlimited",16,4,0.0025,0.0245,0.0308,0.0379,0.0459,0.0529,0.0564,0.2516,0.2488,0.2478,0.0011,19,"male",1,475.58,22221221221222199296,1,20
"163","243","all","five",4,1,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.1579,0.1626,0.484,0.1663,0.0042,22,"male",1,485.18,21222,1,5
"164","243","all","prior",0,0,0.003,0.003,0.003,0.003,0.2848,0.3912,0.3,0.003,0.003,0.003,0.003,22,"male",1,485.18,NA,1,0
"165","243","all","unlimited",20,5,0,0,0,0,0,0,0,0,0.997,0.003,0,22,"male",1,485.18,2.12222212222212e+24,1,25
"166","245","all","five",4,1,0,0,0,0,0.0196,0.0796,0.1356,0.1688,0.331,0.2652,0,23,"male",1,297.51,22212,1,5
"167","245","all","prior",0,0,0.01,0.0267,0.0518,0.1127,0.1771,0.2397,0.1703,0.119,0.0628,0.0233,0.0067,23,"male",1,297.51,NA,1,0
"168","245","all","unlimited",38,10,0,0,0,0,0.0067,0.0433,0.0867,0.1827,0.4094,0.2713,0,23,"male",1,297.51,2.22122122222221e+47,1,48
"169","248","all","five",4,1,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.1953,0.599,0.1971,0.0011,0.0011,42,"male",1,318.56,22221,1,5
"170","248","all","prior",0,0,3e-04,3e-04,3e-04,3e-04,0.2518,0.4967,0.2488,3e-04,3e-04,3e-04,3e-04,42,"male",1,318.56,NA,1,0
